Addison,PA,Pennsylvania,SOMERSET,Addison
Addison,AL,Alabama,WINSTON,Addison
Addison,MI,Michigan,LENAWEE,Addison
Addison,IL,Illinois,DUPAGE,Addison
Addison,TX,Texas,DALLAS,Addison
Leonard,MI,Michigan,OAKLAND,Addison Township
Leonard,MI,Michigan,OAKLAND,Addison Twp
Addy,WA,Washington,STEVENS,Addy
Addyston,OH,Ohio,HAMILTON,Addyston
Adel,GA,Georgia,COOK,Adel
Spencer,IN,Indiana,OWEN,Adel
Adel,IA,Iowa,DALLAS,Adel
Adel,OR,Oregon,LAKE,Adel
Paso Robles,CA,California,SAN LUIS OBISPO,Adelaide
Redmond,WA,Washington,KING,Adelaide
Adelanto,CA,California,SAN BERNARDINO,Adelanto
Adell,WI,Wisconsin,SHEBOYGAN,Adell
Port Townsend,WA,Washington,JEFFERSON,Adelma Beach
Hyattsville,MD,Maryland,PRINCE GEORGES,Adelphi
Adelphi,OH,Ohio,ROSS,Adelphi
Adelphia,NJ,New Jersey,MONMOUTH,Adelphia
Wayne City,IL,Illinois,WAYNE,Aden
Adena,OH,Ohio,JEFFERSON,Adena
Adger,AL,Alabama,JEFFERSON,Adger
Adin,CA,California,MODOC,Adin
Adirondack,NY,New York,WARREN,Adirondack
Adjuntas,PR,Puerto Rico,ADJUNTAS,Adjuntas
Castaner,PR,Puerto Rico,LARES,Adjuntas
Adkins,TX,Texas,BEXAR,Adkins
Admire,KS,Kansas,LYON,Admire
Adna,WA,Washington,LEWIS,Adna
Haughton,LA,Louisiana,BOSSIER,Adner
Adolph,MN,Minnesota,SAINT LOUIS,Adolph
Adolphus,KY,Kentucky,ALLEN,Adolphus
Adona,AR,Arkansas,PERRY,Adona
Adrian,PA,Pennsylvania,ARMSTRONG,Adrian
Adrian,WV,West Virginia,UPSHUR,Adrian
Adrian,GA,Georgia,EMANUEL,Adrian
Carey,OH,Ohio,WYANDOT,Adrian
Adrian,MI,Michigan,LENAWEE,Adrian
Adrian,MN,Minnesota,NOBLES,Adrian
Montpelier,ND,North Dakota,STUTSMAN,Adrian
Dallas City,IL,Illinois,HANCOCK,Adrian
Adrian,MO,Missouri,BATES,Adrian
Adrian,TX,Texas,OLDHAM,Adrian
Adrian,OR,Oregon,MALHEUR,Adrian
Soap Lake,WA,Washington,GRANT,Adrian
Advance,NC,North Carolina,DAVIE,Advance
Advance,IN,Indiana,BOONE,Advance
Advance,MO,Missouri,STODDARD,Advance
Ruckersville,VA,Virginia,GREENE,Advance Mills
Advent,WV,West Virginia,JACKSON,Advent
Altoona,IA,Iowa,POLK,Adventureland Estates
New Haven,CT,Connecticut,NEW HAVEN,Advertising Distr Co
Cedar Rapids,IA,Iowa,LINN,Aegon Usa
Tonasket,WA,Washington,OKANOGAN,Aeneas
Edwards,CA,California,KERN,Aerial Acres
Miami,FL,Florida,MIAMI-DADE,Aeropost
Centerville,TN,Tennessee,HICKMAN,Aetna
Hartford,CT,Connecticut,HARTFORD,Aetna Insurance
Hartford,CT,Connecticut,HARTFORD,Aetna Life
Middleboro,MA,Massachusetts,PLYMOUTH,Aetna Life & Casualty Co
Fresno,CA,California,FRESNO,Aetna Life And Casualty
Denver,CO,Colorado,DENVER,Af Acctg & Finance Ctr
Denver,CO,Colorado,DENVER,Af Reserve Pers Ctr
Denver,CO,Colorado,DENVER,Affiliated Banks Service Co
Colorado Springs,CO,Colorado,EL PASO,Affliated National Bank
Saint Louis,MO,Missouri,SAINT LOUIS,Affton
Belfry,KY,Kentucky,PIKE,Aflex
Mercersburg,PA,Pennsylvania,FRANKLIN,Africa
Afton,NY,New York,CHENANGO,Afton
Afton,VA,Virginia,NELSON,Afton
Afton,TN,Tennessee,GREENE,Afton
Afton,MI,Michigan,CHEBOYGAN,Afton
Afton,IA,Iowa,UNION,Afton
Afton,WI,Wisconsin,ROCK,Afton
Afton,MN,Minnesota,WASHINGTON,Afton
Afton,OK,Oklahoma,OTTAWA,Afton
Afton,TX,Texas,DICKENS,Afton
Afton,WY,Wyoming,LINCOLN,Afton
Butte City,CA,California,GLENN,Afton
Afton,NY,New York,CHENANGO,Afton Lake
Hagatna,GU,Guam,GUAM,Agana
Hagatna,GU,Guam,GUAM,Agana Heights
Agana Heights,GU,Guam,GUAM,Agana Heights
Agar,SD,South Dakota,SULLY,Agar
Agat,GU,Guam,GUAM,Agat
Agate,ND,North Dakota,ROLETTE,Agate
Agate,CO,Colorado,ELBERT,Agate
Carnelian Bay,CA,California,PLACER,Agate Bay
Newport,OR,Oregon,LINCOLN,Agate Beach
Joyce,WA,Washington,CLALLAM,Agate Beach
Agawam,MA,Massachusetts,HAMPDEN,Agawam
Agency,IA,Iowa,WAPELLO,Agency
Agency,MO,Missouri,BUCHANAN,Agency
Sisseton,SD,South Dakota,ROBERTS,Agency Village
Sisseton,SD,South Dakota,ROBERTS,Agency Vlg
Agenda,KS,Kansas,REPUBLIC,Agenda
Ages Brookside,KY,Kentucky,HARLAN,Ages
Ages Brookside,KY,Kentucky,HARLAN,Ages Brooksde
Ages Brookside,KY,Kentucky,HARLAN,Ages Brookside
College Station,TX,Texas,BRAZOS,Aggieland
Lincolnton,GA,Georgia,LINCOLN,Agnes
Agness,OR,Oregon,CURRY,Agness
Raymond,NE,Nebraska,LANCASTER,Agnew
Port Angeles,WA,Washington,CLALLAM,Agnew
Agoura Hills,CA,California,LOS ANGELES,Agoura
Agoura Hills,CA,California,LOS ANGELES,Agoura Hills
Oak Park,CA,California,VENTURA,Agoura Hills
Agra,KS,Kansas,PHILLIPS,Agra
Agra,OK,Oklahoma,LINCOLN,Agra
Lucedale,MS,Mississippi,GEORGE,Agricola
Jeffersonville,IN,Indiana,CLARK,Agricultural Census
Sonoma,CA,California,SONOMA,Agua Caliente
Agua Dulce,TX,Texas,NUECES,Agua Dulce
Santa Clarita,CA,California,LOS ANGELES,Agua Dulce
Santa Fe,NM,New Mexico,SANTA FE,Agua Fria
Tumacacori,AZ,Arizona,SANTA CRUZ,Agua Linda
Hebbronville,TX,Texas,JIM HOGG,Agua Nueva
Aguada,PR,Puerto Rico,AGUADA,Aguada
Aguadilla,PR,Puerto Rico,AGUADILLA,Aguadilla
Aguanga,CA,California,RIVERSIDE,Aguanga
Aguas Buenas,PR,Puerto Rico,AGUAS BUENAS,Aguas Buenas
Aguila,AZ,Arizona,MARICOPA,Aguila
Aguilar,CO,Colorado,LAS ANIMAS,Aguilar
Mirando City,TX,Texas,WEBB,Aguilares
Aguirre,PR,Puerto Rico,SALINAS,Aguirre
Ah Gwah Ching,MN,Minnesota,CASS,Ah Gwah Ching
Ahmeek,MI,Michigan,KEWEENAW,Ahmeek
Blowing Rock,NC,North Carolina,WATAUGA,Aho
Ahoskie,NC,North Carolina,HERTFORD,Ahoskie
Ahsahka,ID,Idaho,CLEARWATER,Ahsahka
Yakima,WA,Washington,YAKIMA,Ahtanum
Honokaa,HI,Hawaii,HAWAII,Ahualoa
Ahwahnee,CA,California,MADERA,Ahwahnee
Aibonito,PR,Puerto Rico,AIBONITO,Aibonito
Aiea,HI,Hawaii,HONOLULU,Aiea
Aiken,SC,South Carolina,AIKEN,Aiken
Aiken,TX,Texas,FLOYD,Aiken
Ailey,GA,Georgia,MONTGOMERY,Ailey
Aimwell,LA,Louisiana,CATAHOULA,Aimwell
Ainsworth,IA,Iowa,WASHINGTON,Ainsworth
Ainsworth,NE,Nebraska,BROWN,Ainsworth
Jacksonville,AR,Arkansas,PULASKI,Air Base
Richmond,VA,Virginia,HENRICO,Air Mail Facility
Miami,FL,Florida,MIAMI-DADE,Air Mail Facility
Omaha,NE,Nebraska,DOUGLAS,Air Mail Facility
Portsmouth,NH,New Hampshire,ROCKINGHAM,Air National Guard
Lincoln,NE,Nebraska,LANCASTER,Air Park
Saucier,MS,Mississippi,HARRISON,Airey
Warrenton,VA,Virginia,FAUQUIER,Airlie
Suffern,NY,New York,ROCKLAND,Airmont
Monsey,NY,New York,ROCKLAND,Airmont
Airville,PA,Pennsylvania,YORK,Airville
Airway Heights,WA,Washington,SPOKANE,Airway Heights
Airway Heights,WA,Washington,SPOKANE,Airway Hgts
Aitkin,MN,Minnesota,AITKIN,Aitkin
Bulan,KY,Kentucky,PERRY,Ajax
Marthaville,LA,Louisiana,NATCHITOCHES,Ajax
Mossyrock,WA,Washington,LEWIS,Ajlune
Ajo,AZ,Arizona,PIMA,Ajo
Middletown,OH,Ohio,BUTLER,Ak Steel
Akaska,SD,South Dakota,WALWORTH,Akaska
Akeley,MN,Minnesota,HUBBARD,Akeley
Akers,LA,Louisiana,TANGIPAHOA,Akers
Kodiak,AK,Alaska,KODIAK ISLAND,Akhiok
Akiachak,AK,Alaska,BETHEL,Akiachak
Akiak,AK,Alaska,BETHEL,Akiak
Brooklet,GA,Georgia,BULLOCH,Akin
Thompsonville,IL,Illinois,FRANKLIN,Akin
Ark,VA,Virginia,GLOUCESTER,Akk
Cavalier,ND,North Dakota,PEMBINA,Akra
Akron,NY,New York,ERIE,Akron
Akron,PA,Pennsylvania,LANCASTER,Akron
Akron,AL,Alabama,HALE,Akron
Akron,OH,Ohio,SUMMIT,Akron
Fairlawn,OH,Ohio,SUMMIT,Akron
Akron,IN,Indiana,FULTON,Akron
Akron,MI,Michigan,TUSCOLA,Akron
Akron,IA,Iowa,PLYMOUTH,Akron
Akron,CO,Colorado,WASHINGTON,Akron
Akron,OH,Ohio,SUMMIT,Akron Beacon Journal
Akron,OH,Ohio,SUMMIT,Akron Business Reply
North Canton,OH,Ohio,STARK,Akron Canton Region Airport
Akron,OH,Ohio,SUMMIT,Akron Public Lib
Arvonia,VA,Virginia,BUCKINGHAM,Akunia
Akutan,AK,Alaska,ALEUTIANS EAST,Akutan
Hogansburg,NY,New York,FRANKLIN,Akwesasne
Birmingham,AL,Alabama,JEFFERSON,Al Gas Corp
Montgomery,AL,Alabama,MONTGOMERY,Al Income Tax
Birmingham,AL,Alabama,JEFFERSON,Al Power Co
Montgomery,AL,Alabama,MONTGOMERY,Al Power Co
Montgomery,AL,Alabama,MONTGOMERY,Al Revenue Dept
Montgomery,AL,Alabama,MONTGOMERY,Al State Govt Mail
Livingston,TX,Texas,POLK,Ala Coushatta Ind Res
Basom,NY,New York,GENESEE,Alabama
Normal,AL,Alabama,MADISON,Alabama A And M
Lone Pine,CA,California,INYO,Alabama Hills
Coden,AL,Alabama,MOBILE,Alabama Port
Alabaster,AL,Alabama,SHELBY,Alabaster
Siluria,AL,Alabama,SHELBY,Alabaster
Tawas City,MI,Michigan,IOSCO,Alabaster
Alachua,FL,Florida,ALACHUA,Alachua
Aladdin,WY,Wyoming,CROOK,Aladdin
Orlando,FL,Florida,ORANGE,Alafaya
Alakanuk,AK,Alaska,WADE HAMPTON,Alakanuk
Alamance,NC,North Carolina,ALAMANCE,Alamance
Albuquerque,NM,New Mexico,BERNALILLO,Alameda
Alameda,CA,California,ALAMEDA,Alameda
Alameda,CA,California,ALAMEDA,Alameda Pt
San Acacia,NM,New Mexico,SOCORRO,Alamillo
Alamo,GA,Georgia,WHEELER,Alamo
Alamo,TN,Tennessee,CROCKETT,Alamo
Alamo,IN,Indiana,MONTGOMERY,Alamo
Alamo,ND,North Dakota,WILLIAMS,Alamo
Alamo,TX,Texas,HIDALGO,Alamo
Magdalena,NM,New Mexico,SOCORRO,Alamo
Alamo,NV,Nevada,LINCOLN,Alamo
Alamo,CA,California,CONTRA COSTA,Alamo
San Antonio,TX,Texas,BEXAR,Alamo Heights
Alamogordo,NM,New Mexico,OTERO,Alamogordo
Alamosa,CO,Colorado,ALAMOSA,Alamosa
Angora,MN,Minnesota,SAINT LOUIS,Alango
Alanreed,TX,Texas,GRAY,Alanreed
Alanson,MI,Michigan,EMMET,Alanson
Alapaha,GA,Georgia,BERRIEN,Alapaha
Bryson City,NC,North Carolina,SWAIN,Alarka
Puposky,MN,Minnesota,BELTRAMI,Alaska
Alba,PA,Pennsylvania,BRADFORD,Alba
Alba,MI,Michigan,ANTRIM,Alba
Atkinson,IL,Illinois,HENRY,Alba
Alba,MO,Missouri,JASPER,Alba
Alba,TX,Texas,WOOD,Alba
Rosholt,WI,Wisconsin,PORTAGE,Alban
Conway,NH,New Hampshire,CARROLL,Albany
Albany,VT,Vermont,ORLEANS,Albany
Albany,NY,New York,ALBANY,Albany
Kempton,PA,Pennsylvania,BERKS,Albany
Albany,GA,Georgia,DOUGHERTY,Albany
Albany,KY,Kentucky,CLINTON,Albany
Albany,OH,Ohio,ATHENS,Albany
Albany,IN,Indiana,DELAWARE,Albany
Fayette,IA,Iowa,FAYETTE,Albany
Albany,WI,Wisconsin,GREEN,Albany
Albany,MN,Minnesota,STEARNS,Albany
Albany,IL,Illinois,WHITESIDE,Albany
Albany,MO,Missouri,GENTRY,Albany
Oxford,NE,Nebraska,FURNAS,Albany
Albany,LA,Louisiana,LIVINGSTON,Albany
Albany,OK,Oklahoma,BRYAN,Albany
Albany,TX,Texas,SHACKELFORD,Albany
Albany,CA,California,ALAMEDA,Albany
Berkeley,CA,California,ALAMEDA,Albany
Albany,OR,Oregon,LINN,Albany
Albany,NY,New York,ALBANY,Albany Brm
Irasburg,VT,Vermont,ORLEANS,Albany Center
Bethel,ME,Maine,OXFORD,Albany Twp
Revillo,SD,South Dakota,GRANT,Albee
Albemarle,NC,North Carolina,STANLY,Albemarle
Albers,IL,Illinois,CLINTON,Albers
Albert,KS,Kansas,BARTON,Albert
Albert,OK,Oklahoma,CADDO,Albert
Stonewall,TX,Texas,GILLESPIE,Albert
Mosquero,NM,New Mexico,HARDING,Albert
Albert City,IA,Iowa,BUENA VISTA,Albert City
Albert Lea,MN,Minnesota,FREEBORN,Albert Lea
Alberta,VA,Virginia,BRUNSWICK,Alberta
Alberta,AL,Alabama,WILCOX,Alberta
Alberta,MN,Minnesota,STEVENS,Alberta
Alberton,MT,Montana,MINERAL,Alberton
Albertson,NY,New York,NASSAU,Albertson
Albertson,NC,North Carolina,DUPLIN,Albertson
Boise,ID,Idaho,ADA,Albertsons
Albertville,AL,Alabama,MARSHALL,Albertville
Colfax,WI,Wisconsin,DUNN,Albertville
Albertville,MN,Minnesota,WRIGHT,Albertville
Troy,NY,New York,RENSSELAER,Albia
Albia,IA,Iowa,MONROE,Albia
Webb,MS,Mississippi,TALLAHATCHIE,Albin
Albin,WY,Wyoming,LARAMIE,Albin
Albion,RI,Rhode Island,PROVIDENCE,Albion
Albion,ME,Maine,KENNEBEC,Albion
Berlin,NJ,New Jersey,CAMDEN,Albion
Albion,NY,New York,ORLEANS,Albion
Albion,PA,Pennsylvania,ERIE,Albion
West Salem,OH,Ohio,WAYNE,Albion
Albion,IN,Indiana,NOBLE,Albion
Albion,MI,Michigan,CALHOUN,Albion
Albion,IA,Iowa,MARSHALL,Albion
Albion,IL,Illinois,EDWARDS,Albion
Albion,NE,Nebraska,BOONE,Albion
Albion,OK,Oklahoma,PUSHMATAHA,Albion
Albion,ID,Idaho,CASSIA,Albion
Albion,CA,California,MENDOCINO,Albion
Albion,WA,Washington,WHITMAN,Albion
Albion,PA,Pennsylvania,ERIE,Albion Correctional Inst
Alborn,MN,Minnesota,SAINT LOUIS,Alborn
Albright,WV,West Virginia,PRESTON,Albright
Marshall,IL,Illinois,CLARK,Albright
Albrightsville,PA,Pennsylvania,CARBON,Albrightsville
Albrightsville,PA,Pennsylvania,CARBON,Albrightsvlle
Albuquerque,NM,New Mexico,BERNALILLO,Albuquerque
Kirtland AFB,NM,New Mexico,BERNALILLO,Albuquerque
Rio Rancho,NM,New Mexico,SANDOVAL,Albuquerque
Alburgh,VT,Vermont,GRAND ISLE,Alburg
Alburgh,VT,Vermont,GRAND ISLE,Alburgh
Brushton,NY,New York,FRANKLIN,Alburgh
Alburnett,IA,Iowa,LINN,Alburnett
Alburtis,PA,Pennsylvania,LEHIGH,Alburtis
Somerset,KY,Kentucky,PULASKI,Alcalde
Alcalde,NM,New Mexico,RIO ARRIBA,Alcalde
Alcester,SD,South Dakota,UNION,Alcester
Timbo,AR,Arkansas,STONE,Alco
Alcoa,TN,Tennessee,BLOUNT,Alcoa
New Kensington,PA,Pennsylvania,WESTMORELAND,Alcoa Center
Alcolu,SC,South Carolina,CLARENDON,Alcolu
Lorman,MS,Mississippi,JEFFERSON,Alcorn State University
Bishopville,SC,South Carolina,LEE,Alcot
