City,Abbr.,State,County,Alias,Metro_State,Metro_Count
Sebastian,FL,Florida,BREVARD,Barefoot Bay,"Sebastian, Florida",
Sebastian,FL,Florida,BREVARD,Micco,"Sebastian, Florida",
Long Key,FL,Florida,MONROE,Conch Key,"Long Key, Florida",
Long Key,FL,Florida,MONROE,Layton,"Long Key, Florida",
Long Key,FL,Florida,MONROE,Long Key,"Long Key, Florida",
Long Key,FL,Florida,MONROE,Fiesta Key,"Long Key, Florida",
Hialeah,FL,Florida,MIAMI-DADE,Hialeah,"Hialeah, Florida",
Dania,FL,Florida,BROWARD,Dania Beach,"Dania, Florida",
Dania,FL,Florida,BROWARD,Dania,"Dania, Florida",
Hallandale,FL,Florida,BROWARD,Hallandale Beach,"Hallandale, Florida",
Hallandale,FL,Florida,BROWARD,Hallandale,"Hallandale, Florida",
Hallandale,FL,Florida,BROWARD,Golden Isles,"Hallandale, Florida",
Hallandale,FL,Florida,BROWARD,Hallandle Bch,"Hallandale, Florida",
Hallandale,FL,Florida,BROWARD,Pembroke Park,"Hallandale, Florida",
Hallandale,FL,Florida,BROWARD,Halndle Bch,"Hallandale, Florida",
Hialeah,FL,Florida,MIAMI-DADE,Hialeah Gardens,"Hialeah, Florida",
Hialeah,FL,Florida,MIAMI-DADE,Miami Gardens,"Hialeah, Florida",
Hialeah,FL,Florida,MIAMI-DADE,Hialeah Lakes,"Hialeah, Florida",
Hialeah,FL,Florida,MIAMI-DADE,Miami Lakes,"Hialeah, Florida",
Hialeah,FL,Florida,MIAMI-DADE,Palm Springs North,"Hialeah, Florida",
Hialeah,FL,Florida,MIAMI-DADE,Hialeah Gdns,"Hialeah, Florida",
Hollywood,FL,Florida,BROWARD,Hollywood,"Hollywood, Florida",
Hollywood,FL,Florida,BROWARD,Pembroke Park,"Hollywood, Florida",
Hollywood,FL,Florida,BROWARD,West Hollywood,"Hollywood, Florida",
Hollywood,FL,Florida,BROWARD,West Park,"Hollywood, Florida",
Hollywood,FL,Florida,BROWARD,Pembroke Pines,"Hollywood, Florida",
Hollywood,FL,Florida,BROWARD,Miramar,"Hollywood, Florida",
Hollywood,FL,Florida,BROWARD,W Hollywood,"Hollywood, Florida",
Hollywood,FL,Florida,BROWARD,Pembroke Pnes,"Hollywood, Florida",
Hollywood,FL,Florida,BROWARD,Cooper City,"Hollywood, Florida",
Pembroke Pines,FL,Florida,BROWARD,Pembroke Lakes,"Pembroke Pines, Florida",
Pembroke Pines,FL,Florida,BROWARD,Hollywood,"Pembroke Pines, Florida",
Pembroke Pines,FL,Florida,BROWARD,Pembroke Pnes,"Pembroke Pines, Florida",
Pembroke Pines,FL,Florida,BROWARD,Pembroke Pines,"Pembroke Pines, Florida",
Homestead,FL,Florida,MIAMI-DADE,Homestead,"Homestead, Florida",
Homestead,FL,Florida,MIAMI-DADE,Leisure City,"Homestead, Florida",
Homestead,FL,Florida,MIAMI-DADE,Modello,"Homestead, Florida",
Homestead,FL,Florida,MIAMI-DADE,Everglades National Park,"Homestead, Florida",
Homestead,FL,Florida,MIAMI-DADE,Redland,"Homestead, Florida",
Homestead,FL,Florida,MIAMI-DADE,Naranja,"Homestead, Florida",
Homestead,FL,Florida,MIAMI-DADE,Princeton,"Homestead, Florida",
Homestead,FL,Florida,MIAMI-DADE,Flamingo Ldge,"Homestead, Florida",
Homestead,FL,Florida,MIAMI-DADE,Florida City,"Homestead, Florida",
Homestead,FL,Florida,MIAMI-DADE,Flamingo Lodge,"Homestead, Florida",
Islamorada,FL,Florida,MONROE,Plantation Key,"Islamorada, Florida",
Islamorada,FL,Florida,MONROE,Windley Key,"Islamorada, Florida",
Islamorada,FL,Florida,MONROE,Matecumbe Key,"Islamorada, Florida",
Islamorada,FL,Florida,MONROE,Islamorada,"Islamorada, Florida",
Islamorada,FL,Florida,MONROE,Lower Matecumbe Key,"Islamorada, Florida",
Islamorada,FL,Florida,MONROE,Upper Matecumbe Key,"Islamorada, Florida",
Islamorada,FL,Florida,MONROE,Venetian Shores,"Islamorada, Florida",
Key Largo,FL,Florida,MONROE,Upper Key Largo,"Key Largo, Florida",
Key Largo,FL,Florida,MONROE,Key Largo,"Key Largo, Florida",
Key Largo,FL,Florida,MONROE,Ocean Reef Club,"Key Largo, Florida",
Key Largo,FL,Florida,MONROE,Cross Key,"Key Largo, Florida",
Homestead,FL,Florida,MIAMI-DADE,Homestead AFB,"Homestead, Florida",
Homestead,FL,Florida,MIAMI-DADE,Homestead Air Force Base,"Homestead, Florida",
Key West,FL,Florida,MONROE,E Rockland Ky,"Key West, Florida",
Key West,FL,Florida,MONROE,Stock Island,"Key West, Florida",
Key West,FL,Florida,MONROE,Key West,"Key West, Florida",
Key West,FL,Florida,MONROE,Munson Island,"Key West, Florida",
Key West,FL,Florida,MONROE,Raccoon Key,"Key West, Florida",
Key West,FL,Florida,MONROE,East Rockland Key,"Key West, Florida",
Key West,FL,Florida,MONROE,Fort Jefferson National Mon,"Key West, Florida",
Key West,FL,Florida,MONROE,Key West Nas,"Key West, Florida",
Key West,FL,Florida,MONROE,E Rockland Key,"Key West, Florida",
Key West,FL,Florida,MONROE,Key West Naval Air Station,"Key West, Florida",
Key West,FL,Florida,MONROE,Ky Wst,"Key West, Florida",
Summerland Key,FL,Florida,MONROE,Upr Sugarloaf,"Summerland Key, Florida",
Summerland Key,FL,Florida,MONROE,Cudjoe Key,"Summerland Key, Florida",
Summerland Key,FL,Florida,MONROE,Ramrod Key,"Summerland Key, Florida",
Summerland Key,FL,Florida,MONROE,Lwr Sugarloaf,"Summerland Key, Florida",
Summerland Key,FL,Florida,MONROE,Summerland Key,"Summerland Key, Florida",
Summerland Key,FL,Florida,MONROE,Sugarloaf Shrs,"Summerland Key, Florida",
Summerland Key,FL,Florida,MONROE,Mid Torch Key,"Summerland Key, Florida",
Summerland Key,FL,Florida,MONROE,Little Torch Key,"Summerland Key, Florida",
Summerland Key,FL,Florida,MONROE,Lower Sugarloaf Key,"Summerland Key, Florida",
Summerland Key,FL,Florida,MONROE,Middle Torch Key,"Summerland Key, Florida",
Summerland Key,FL,Florida,MONROE,Ltl Torch Key,"Summerland Key, Florida",
Summerland Key,FL,Florida,MONROE,Sugarlf Shrs,"Summerland Key, Florida",
Summerland Key,FL,Florida,MONROE,Upper Sugarloaf Key,"Summerland Key, Florida",
Summerland Key,FL,Florida,MONROE,Big Torch Key,"Summerland Key, Florida",
Summerland Key,FL,Florida,MONROE,Sugarloaf,"Summerland Key, Florida",
Summerland Key,FL,Florida,MONROE,Sugarloaf Key,"Summerland Key, Florida",
Summerland Key,FL,Florida,MONROE,Summrlnd Key,"Summerland Key, Florida",
Big Pine Key,FL,Florida,MONROE,Summrlnd Key,"Big Pine Key, Florida",
Big Pine Key,FL,Florida,MONROE,No Name Key,"Big Pine Key, Florida",
Big Pine Key,FL,Florida,MONROE,Big Pine Key,"Big Pine Key, Florida",
Big Pine Key,FL,Florida,MONROE,Summerland Key,"Big Pine Key, Florida",
Marathon,FL,Florida,MONROE,Grassy Key,"Marathon, Florida",
Marathon,FL,Florida,MONROE,Conch Key,"Marathon, Florida",
Marathon,FL,Florida,MONROE,Marathon Shrs,"Marathon, Florida",
Marathon,FL,Florida,MONROE,Marathon,"Marathon, Florida",
Marathon,FL,Florida,MONROE,Marathon Shores,"Marathon, Florida",
Marathon,FL,Florida,MONROE,Duck Key,"Marathon, Florida",
Key Colony Beach,FL,Florida,MONROE,Marathon,"Key Colony Beach, Florida",
Key Colony Beach,FL,Florida,MONROE,Key Colony Beach,"Key Colony Beach, Florida",
Key Colony Beach,FL,Florida,MONROE,Key Col Bch,"Key Colony Beach, Florida",
Marathon Shores,FL,Florida,MONROE,Marathon Shrs,"Marathon Shores, Florida",
Marathon Shores,FL,Florida,MONROE,Marathon,"Marathon Shores, Florida",
Marathon Shores,FL,Florida,MONROE,Marathon Shores,"Marathon Shores, Florida",
Opa Locka,FL,Florida,MIAMI-DADE,Miami Gardens,"Opa Locka, Florida",
Opa Locka,FL,Florida,MIAMI-DADE,Opa Locka,"Opa Locka, Florida",
Opa Locka,FL,Florida,MIAMI-DADE,Carol City,"Opa Locka, Florida",
Miami Gardens,FL,Florida,MIAMI-DADE,Carol City,"Miami Gardens, Florida",
Miami Gardens,FL,Florida,MIAMI-DADE,Miami Gardens,"Miami Gardens, Florida",
Miami Gardens,FL,Florida,MIAMI-DADE,Opa Locka,"Miami Gardens, Florida",
Pompano Beach,FL,Florida,BROWARD,Pompano Beach,"Pompano Beach, Florida",
Pompano Beach,FL,Florida,BROWARD,Hillsboro Bch,"Pompano Beach, Florida",
Pompano Beach,FL,Florida,BROWARD,Laud By The Sea,"Pompano Beach, Florida",
Pompano Beach,FL,Florida,BROWARD,Lauderdale By The Sea,"Pompano Beach, Florida",
Pompano Beach,FL,Florida,BROWARD,Hillsboro Beach,"Pompano Beach, Florida",
Pompano Beach,FL,Florida,BROWARD,Coconut Creek,"Pompano Beach, Florida",
Pompano Beach,FL,Florida,BROWARD,Margate,"Pompano Beach, Florida",
Lighthouse Point,FL,Florida,BROWARD,Lighthouse Pt,"Lighthouse Point, Florida",
Pompano Beach,FL,Florida,BROWARD,Lghthse Point,"Pompano Beach, Florida",
Pompano Beach,FL,Florida,BROWARD,Lighthouse Point,"Pompano Beach, Florida",
Pompano Beach,FL,Florida,BROWARD,Coral Springs,"Pompano Beach, Florida",
Pompano Beach,FL,Florida,BROWARD,Parkland,"Pompano Beach, Florida",
Pompano Beach,FL,Florida,BROWARD,North Lauderdale,"Pompano Beach, Florida",
Pompano Beach,FL,Florida,BROWARD,N Lauderdale,"Pompano Beach, Florida",
Tavernier,FL,Florida,MONROE,Plantation Key,"Tavernier, Florida",
Tavernier,FL,Florida,MONROE,Tavernier,"Tavernier, Florida",
Coral Springs,FL,Florida,BROWARD,Coral Springs,"Coral Springs, Florida",
Coral Springs,FL,Florida,BROWARD,Pompano Beach,"Coral Springs, Florida",
Hollywood,FL,Florida,BROWARD,Hillcrest,"Hollywood, Florida",
Pembroke Pines,FL,Florida,BROWARD,South Florida,"Pembroke Pines, Florida",
Margate,FL,Florida,BROWARD,Pompano Beach,"Margate, Florida",
Margate,FL,Florida,BROWARD,Coconut Creek,"Margate, Florida",
Coconut Creek,FL,Florida,BROWARD,Coconutcreek,"Coconut Creek, Florida",
Margate,FL,Florida,BROWARD,Margate,"Margate, Florida",
Coconut Creek,FL,Florida,BROWARD,Coconut Creek,"Coconut Creek, Florida",
Coconut Creek,FL,Florida,BROWARD,Pompano Beach,"Coconut Creek, Florida",
Miami,FL,Florida,MIAMI-DADE,Miami,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Skyshop Logistics Inc,"Miami, Florida",
Miami Beach,FL,Florida,MIAMI-DADE,Fisher Island,"Miami Beach, Florida",
Miami Beach,FL,Florida,MIAMI-DADE,Miami,"Miami Beach, Florida",
Miami Beach,FL,Florida,MIAMI-DADE,Miami Beach,"Miami Beach, Florida",
Miami,FL,Florida,MIAMI-DADE,International Service Center,"Miami, Florida",
Coral Gables,FL,Florida,MIAMI-DADE,Coral Gables,"Coral Gables, Florida",
Coral Gables,FL,Florida,MIAMI-DADE,Miami,"Coral Gables, Florida",
Miami,FL,Florida,MIAMI-DADE,Doral,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Air Mail Facility,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Coral Gables,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Univ Of Miami,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,University Of Miami,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Seybold,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Coconut Grove,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Miami Shores,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,El Portal,"Miami, Florida",
Miami Beach,FL,Florida,MIAMI-DADE,Venetian Islands,"Miami Beach, Florida",
Miami Beach,FL,Florida,MIAMI-DADE,Sunset Island,"Miami Beach, Florida",
Miami Beach,FL,Florida,MIAMI-DADE,Normandy Isle,"Miami Beach, Florida",
Miami Beach,FL,Florida,MIAMI-DADE,North Bay Village,"Miami Beach, Florida",
Miami Beach,FL,Florida,MIAMI-DADE,Normandy,"Miami Beach, Florida",
Miami Beach,FL,Florida,MIAMI-DADE,North Bay Vlg,"Miami Beach, Florida",
Miami,FL,Florida,MIAMI-DADE,South Miami,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Sweetwater,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,West Miami,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Coral,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Dr Martin Luther King Jr,"Miami, Florida",
Key Biscayne,FL,Florida,MIAMI-DADE,Key Biscayne,"Key Biscayne, Florida",
Key Biscayne,FL,Florida,MIAMI-DADE,Miami,"Key Biscayne, Florida",
Miami Beach,FL,Florida,MIAMI-DADE,Indian Creek,"Miami Beach, Florida",
Miami Beach,FL,Florida,MIAMI-DADE,Bal Harbour,"Miami Beach, Florida",
Miami Beach,FL,Florida,MIAMI-DADE,Bay Harbor Is,"Miami Beach, Florida",
Miami Beach,FL,Florida,MIAMI-DADE,Ind Crk Vlg,"Miami Beach, Florida",
Miami Beach,FL,Florida,MIAMI-DADE,Bay Harbor Islands,"Miami Beach, Florida",
Miami Beach,FL,Florida,MIAMI-DADE,Indian Creek Village,"Miami Beach, Florida",
Miami Beach,FL,Florida,MIAMI-DADE,Surfside,"Miami Beach, Florida",
Miami,FL,Florida,MIAMI-DADE,Kendall,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Gables By The Sea,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Pinecrest,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Richmond Heights,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Village Of Pinecrest,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Cutler Ridge,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Village Of Palmetto Bay,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Cutler Bay,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,South Miami Heights,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Perrine,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Palmetto Bay,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Coral Gbls,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Gables,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,C Gables,"Miami, Florida",
North Miami Beach,FL,Florida,MIAMI-DADE,Aventura,"North Miami Beach, Florida",
North Miami Beach,FL,Florida,MIAMI-DADE,Golden Beach,"North Miami Beach, Florida",
North Miami Beach,FL,Florida,MIAMI-DADE,Sunny Isles,"North Miami Beach, Florida",
North Miami Beach,FL,Florida,MIAMI-DADE,Sunny Isl Bch,"North Miami Beach, Florida",
North Miami Beach,FL,Florida,MIAMI-DADE,N Miami Beach,"North Miami Beach, Florida",
North Miami Beach,FL,Florida,MIAMI-DADE,Sunny Isles Beach,"North Miami Beach, Florida",
North Miami Beach,FL,Florida,MIAMI-DADE,North Miami Beach,"North Miami Beach, Florida",
North Miami Beach,FL,Florida,MIAMI-DADE,Miami,"North Miami Beach, Florida",
Miami,FL,Florida,MIAMI-DADE,North Miami Beach,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Biscayne Park,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Nmb,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Barry University,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,North Miami,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Mia Shores,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Mia Shrs,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Uleta,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,N Miami Beach,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Ojus,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,North Miami Bch,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Westchester,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Olympia Hgts,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Olympia Heights,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Milam Dairy,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Virginia Gdns,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Virginia Gardens,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Miami Springs,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Medley,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Miami Gardens,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Country Lakes,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Quail Heights,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Goulds,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Snapper Creek,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Aventura,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Town & Country Postal Store,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Morales Discount Pharmacy,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Crossings,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Florida Power & Light Co,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,West Dade,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Florida International Univ,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Flinternational Univ,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Aeropost,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Brickell,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Coconut Gr,"Miami, Florida",
Miami Beach,FL,Florida,MIAMI-DADE,Carl Fisher,"Miami Beach, Florida",
Miami,FL,Florida,MIAMI-DADE,Ludlam,"Miami, Florida",
Miami,FL,Florida,MIAMI-DADE,Keystone Islands,"Miami, Florida",
Fort Lauderdale,FL,Florida,BROWARD,Fort Lauderdale,"Fort Lauderdale, Florida",
Fort Lauderdale,FL,Florida,BROWARD,Ft Lauderdale,"Fort Lauderdale, Florida",
Fort Lauderdale,FL,Florida,BROWARD,Oakland Park,"Fort Lauderdale, Florida",
Fort Lauderdale,FL,Florida,BROWARD,Lazy Lake,"Fort Lauderdale, Florida",
Fort Lauderdale,FL,Florida,BROWARD,Wilton Manors,"Fort Lauderdale, Florida",
Fort Lauderdale,FL,Florida,BROWARD,Sea Ranch Lks,"Fort Lauderdale, Florida",
Fort Lauderdale,FL,Florida,BROWARD,Sea Ranch Lakes,"Fort Lauderdale, Florida",
Fort Lauderdale,FL,Florida,BROWARD,Lauderdale By The Sea,"Fort Lauderdale, Florida",
Fort Lauderdale,FL,Florida,BROWARD,Laud By Sea,"Fort Lauderdale, Florida",
Fort Lauderdale,FL,Florida,BROWARD,North Lauderdale,"Fort Lauderdale, Florida",
Fort Lauderdale,FL,Florida,BROWARD,Laud Lakes,"Fort Lauderdale, Florida",
Fort Lauderdale,FL,Florida,BROWARD,Tamarac,"Fort Lauderdale, Florida",
Fort Lauderdale,FL,Florida,BROWARD,Lauderdale Lakes,"Fort Lauderdale, Florida",
Fort Lauderdale,FL,Florida,BROWARD,Lauderhill,"Fort Lauderdale, Florida",
Fort Lauderdale,FL,Florida,BROWARD,Plantation,"Fort Lauderdale, Florida",
Fort Lauderdale,FL,Florida,BROWARD,Davie,"Fort Lauderdale, Florida",
Fort Lauderdale,FL,Florida,BROWARD,Lauderdale Isles,"Fort Lauderdale, Florida",
Fort Lauderdale,FL,Florida,BROWARD,Sunrise,"Fort Lauderdale, Florida",
Fort Lauderdale,FL,Florida,BROWARD,Ldhl,"Fort Lauderdale, Florida",
Fort Lauderdale,FL,Florida,BROWARD,City Of Sunrise,"Fort Lauderdale, Florida",
Fort Lauderdale,FL,Florida,BROWARD,Dania Beach,"Fort Lauderdale, Florida",
Fort Lauderdale,FL,Florida,BROWARD,Port Everglades,"Fort Lauderdale, Florida",
Fort Lauderdale,FL,Florida,BROWARD,Lauder Hill,"Fort Lauderdale, Florida",
Fort Lauderdale,FL,Florida,BROWARD,P E Chevron Cs,"Fort Lauderdale, Florida",
Fort Lauderdale,FL,Florida,BROWARD,Weston,"Fort Lauderdale, Florida",
Fort Lauderdale,FL,Florida,BROWARD,Bonaventure,"Fort Lauderdale, Florida",
Fort Lauderdale,FL,Florida,BROWARD,Cooper City,"Fort Lauderdale, Florida",
Fort Lauderdale,FL,Florida,BROWARD,Sw Ranches,"Fort Lauderdale, Florida",
Fort Lauderdale,FL,Florida,BROWARD,Southwest Ranches,"Fort Lauderdale, Florida",
Fort Lauderdale,FL,Florida,BROWARD,Pembroke Pines,"Fort Lauderdale, Florida",
Fort Lauderdale,FL,Florida,BROWARD,Everglades Br,"Fort Lauderdale, Florida",
Fort Lauderdale,FL,Florida,BROWARD,American Express,"Fort Lauderdale, Florida",
Plantation,FL,Florida,BROWARD,Ft Lauderdale,"Plantation, Florida",
Plantation,FL,Florida,BROWARD,Fort Lauderdale,"Plantation, Florida",
Plantation,FL,Florida,BROWARD,Plantation,"Plantation, Florida",
Plantation,FL,Florida,BROWARD,Broward Mall,"Plantation, Florida",
Fort Lauderdale,FL,Florida,BROWARD,Financial Plaza,"Fort Lauderdale, Florida",
Fort Lauderdale,FL,Florida,BROWARD,One Financial Plaza,"Fort Lauderdale, Florida",
West Palm Beach,FL,Florida,PALM BEACH,West Palm Bch,"West Palm Beach, Florida",
West Palm Beach,FL,Florida,PALM BEACH,West Palm Beach,"West Palm Beach, Florida",
West Palm Beach,FL,Florida,PALM BEACH,North Palm Beach,"West Palm Beach, Florida",
West Palm Beach,FL,Florida,PALM BEACH,Lake Park,"West Palm Beach, Florida",
West Palm Beach,FL,Florida,PALM BEACH,Palm Bch Gdns,"West Palm Beach, Florida",
West Palm Beach,FL,Florida,PALM BEACH,N Palm Beach,"West Palm Beach, Florida",
West Palm Beach,FL,Florida,PALM BEACH,Riviera Beach,"West Palm Beach, Florida",
West Palm Beach,FL,Florida,PALM BEACH,Palm Beach Gardens,"West Palm Beach, Florida",
West Palm Beach,FL,Florida,PALM BEACH,W Plm Bch,"West Palm Beach, Florida",
West Palm Beach,FL,Florida,PALM BEACH,Palm Beach Shores,"West Palm Beach, Florida",
West Palm Beach,FL,Florida,PALM BEACH,Singer Island,"West Palm Beach, Florida",
West Palm Beach,FL,Florida,PALM BEACH,Palm Bch Shrs,"West Palm Beach, Florida",
West Palm Beach,FL,Florida,PALM BEACH,Cloud Lake,"West Palm Beach, Florida",
West Palm Beach,FL,Florida,PALM BEACH,Lake Clarke Shores,"West Palm Beach, Florida",
West Palm Beach,FL,Florida,PALM BEACH,Glen Ridge,"West Palm Beach, Florida",
West Palm Beach,FL,Florida,PALM BEACH,Palm Springs,"West Palm Beach, Florida",
West Palm Beach,FL,Florida,PALM BEACH,Lake Clarke,"West Palm Beach, Florida",
West Palm Beach,FL,Florida,PALM BEACH,Mangonia Park,"West Palm Beach, Florida",
North Palm Beach,FL,Florida,PALM BEACH,Juno Beach,"North Palm Beach, Florida",
North Palm Beach,FL,Florida,PALM BEACH,Palm Beach Gardens,"North Palm Beach, Florida",
North Palm Beach,FL,Florida,PALM BEACH,North Palm Beach,"North Palm Beach, Florida",
North Palm Beach,FL,Florida,PALM BEACH,West Palm Bch,"North Palm Beach, Florida",
North Palm Beach,FL,Florida,PALM BEACH,Palm Bch Gdns,"North Palm Beach, Florida",
North Palm Beach,FL,Florida,PALM BEACH,N Palm Beach,"North Palm Beach, Florida",
North Palm Beach,FL,Florida,PALM BEACH,West Palm Beach,"North Palm Beach, Florida",
West Palm Beach,FL,Florida,PALM BEACH,Haverhill,"West Palm Beach, Florida",
Palm Beach Gardens,FL,Florida,PALM BEACH,Riviera Beach,"Palm Beach Gardens, Florida",
Palm Beach Gardens,FL,Florida,PALM BEACH,N Palm Beach,"Palm Beach Gardens, Florida",
Palm Beach Gardens,FL,Florida,PALM BEACH,North Palm Beach,"Palm Beach Gardens, Florida",
Palm Beach Gardens,FL,Florida,PALM BEACH,West Palm Beach,"Palm Beach Gardens, Florida",
Palm Beach Gardens,FL,Florida,PALM BEACH,Palm Beach Gardens,"Palm Beach Gardens, Florida",
Palm Beach Gardens,FL,Florida,PALM BEACH,Palm Bch Gdns,"Palm Beach Gardens, Florida",
Palm Beach Gardens,FL,Florida,PALM BEACH,West Palm Bch,"Palm Beach Gardens, Florida",
Royal Palm Beach,FL,Florida,PALM BEACH,Royal Plm Beach,"Royal Palm Beach, Florida",
West Palm Beach,FL,Florida,PALM BEACH,Royal Plm Bch,"West Palm Beach, Florida",
West Palm Beach,FL,Florida,PALM BEACH,Wellington,"West Palm Beach, Florida",
West Palm Beach,FL,Florida,PALM BEACH,Royal Palm Beach,"West Palm Beach, Florida",
Royal Palm Beach,FL,Florida,PALM BEACH,Ryl Palm Bch,"Royal Palm Beach, Florida",
West Palm Beach,FL,Florida,PALM BEACH,Greenacres,"West Palm Beach, Florida",
West Palm Beach,FL,Florida,PALM BEACH,Green Acres,"West Palm Beach, Florida",
Wellington,FL,Florida,PALM BEACH,Royal Palm Beach,"Wellington, Florida",
Wellington,FL,Florida,PALM BEACH,Royal Plm Bch,"Wellington, Florida",
Wellington,FL,Florida,PALM BEACH,Vlg Wellingtn,"Wellington, Florida",
Wellington,FL,Florida,PALM BEACH,West Palm Beach,"Wellington, Florida",
Wellington,FL,Florida,PALM BEACH,Wellington,"Wellington, Florida",
Wellington,FL,Florida,PALM BEACH,West Palm Bch,"Wellington, Florida",
Wellington,FL,Florida,PALM BEACH,Village Of Wellington,"Wellington, Florida",
Royal Palm Beach,FL,Florida,PALM BEACH,Wellington,"Royal Palm Beach, Florida",
Royal Palm Beach,FL,Florida,PALM BEACH,Royal Plm Bch,"Royal Palm Beach, Florida",
Royal Palm Beach,FL,Florida,PALM BEACH,West Palm Beach,"Royal Palm Beach, Florida",
Royal Palm Beach,FL,Florida,PALM BEACH,West Palm Bch,"Royal Palm Beach, Florida",
Royal Palm Beach,FL,Florida,PALM BEACH,Royal Palm Beach,"Royal Palm Beach, Florida",
Boynton Beach,FL,Florida,PALM BEACH,Boynton Beach,"Boynton Beach, Florida",
Boca Raton,FL,Florida,PALM BEACH,Boca Raton,"Boca Raton, Florida",
Belle Glade,FL,Florida,PALM BEACH,Belle Glade,"Belle Glade, Florida",
Boynton Beach,FL,Florida,PALM BEACH,Briny Breezes,"Boynton Beach, Florida",
Boynton Beach,FL,Florida,PALM BEACH,Ocean Ridge,"Boynton Beach, Florida",
Boynton Beach,FL,Florida,PALM BEACH,Golf,"Boynton Beach, Florida",
Boynton Beach,FL,Florida,PALM BEACH,Vlg Of Golf,"Boynton Beach, Florida",
Boynton Beach,FL,Florida,PALM BEACH,Village Of Golf,"Boynton Beach, Florida",
Canal Point,FL,Florida,PALM BEACH,Bryant,"Canal Point, Florida",
Canal Point,FL,Florida,PALM BEACH,Canal Point,"Canal Point, Florida",
Clewiston,FL,Florida,HENDRY,Clewiston,"Clewiston, Florida",
Deerfield Beach,FL,Florida,BROWARD,Deerfield Beach,"Deerfield Beach, Florida",
Deerfield Beach,FL,Florida,BROWARD,Deerfield Bch,"Deerfield Beach, Florida",
Delray Beach,FL,Florida,PALM BEACH,Delray Beach,"Delray Beach, Florida",
